dimension,value,layer_id,threshold,feature_metric,pair_count,pixel_changed_ratio,feature_changed_ratio,correlation
episode_id,1444,final,0.01,cosine_distance,1,"{""count"": 1, ""mean"": 0.046875, ""median"": 0.046875, ""p90"": 0.046875, ""min"": 0.046875, ""max"": 0.046875, ""std"": 0.0}","{""count"": 1, ""mean"": 0.03978779840848806, ""median"": 0.03978779840848806, ""p90"": 0.03978779840848806, ""min"": 0.03978779840848806, ""max"": 0.03978779840848806, ""std"": 0.0}",
episode_id,1444,final,0.03,cosine_distance,1,"{""count"": 1, ""mean"": 0.046875, ""median"": 0.046875, ""p90"": 0.046875, ""min"": 0.046875, ""max"": 0.046875, ""std"": 0.0}","{""count"": 1, ""mean"": 0.020557029177718834, ""median"": 0.020557029177718834, ""p90"": 0.020557029177718834, ""min"": 0.020557029177718834, ""max"": 0.020557029177718834, ""std"": 0.0}",
episode_id,1444,final,0.05,cosine_distance,1,"{""count"": 1, ""mean"": 0.046875, ""median"": 0.046875, ""p90"": 0.046875, ""min"": 0.046875, ""max"": 0.046875, ""std"": 0.0}","{""count"": 1, ""mean"": 0.010610079575596816, ""median"": 0.010610079575596816, ""p90"": 0.010610079575596816, ""min"": 0.010610079575596816, ""max"": 0.010610079575596816, ""std"": 0.0}",
episode_id,1444,final,0.1,cosine_distance,1,"{""count"": 1, ""mean"": 0.046875, ""median"": 0.046875, ""p90"": 0.046875, ""min"": 0.046875, ""max"": 0.046875, ""std"": 0.0}","{""count"": 1, ""mean"": 0.002652519893899204, ""median"": 0.002652519893899204, ""p90"": 0.002652519893899204, ""min"": 0.002652519893899204, ""max"": 0.002652519893899204, ""std"": 0.0}",
episode_id,1564,final,0.005,cosine_distance,1,"{""count"": 1, ""mean"": 0.078125, ""median"": 0.078125, ""p90"": 0.078125, ""min"": 0.078125, ""max"": 0.078125, ""std"": 0.0}","{""count"": 1, ""mean"": 0.023872679045092837, ""median"": 0.023872679045092837, ""p90"": 0.023872679045092837, ""min"": 0.023872679045092837, ""max"": 0.023872679045092837, ""std"": 0.0}",
episode_id,1564,final,0.01,cosine_distance,1,"{""count"": 1, ""mean"": 0.078125, ""median"": 0.078125, ""p90"": 0.078125, ""min"": 0.078125, ""max"": 0.078125, ""std"": 0.0}","{""count"": 1, ""mean"": 0.01790450928381963, ""median"": 0.01790450928381963, ""p90"": 0.01790450928381963, ""min"": 0.01790450928381963, ""max"": 0.01790450928381963, ""std"": 0.0}",
episode_id,1564,final,0.03,cosine_distance,1,"{""count"": 1, ""mean"": 0.078125, ""median"": 0.078125, ""p90"": 0.078125, ""min"": 0.078125, ""max"": 0.078125, ""std"": 0.0}","{""count"": 1, ""mean"": 0.011273209549071617, ""median"": 0.011273209549071617, ""p90"": 0.011273209549071617, ""min"": 0.011273209549071617, ""max"": 0.011273209549071617, ""std"": 0.0}",
episode_id,1564,final,0.05,cosine_distance,1,"{""count"": 1, ""mean"": 0.078125, ""median"": 0.078125, ""p90"": 0.078125, ""min"": 0.078125, ""max"": 0.078125, ""std"": 0.0}","{""count"": 1, ""mean"": 0.005968169761273209, ""median"": 0.005968169761273209, ""p90"": 0.005968169761273209, ""min"": 0.005968169761273209, ""max"": 0.005968169761273209, ""std"": 0.0}",
episode_id,1564,final,0.1,cosine_distance,1,"{""count"": 1, ""mean"": 0.078125, ""median"": 0.078125, ""p90"": 0.078125, ""min"": 0.078125, ""max"": 0.078125, ""std"": 0.0}","{""count"": 1, ""mean"": 0.001326259946949602, ""median"": 0.001326259946949602, ""p90"": 0.001326259946949602, ""min"": 0.001326259946949602, ""max"": 0.001326259946949602, ""std"": 0.0}",
episode_id,1904,final,0.005,cosine_distance,1,"{""count"": 1, ""mean"": 0.015625, ""median"": 0.015625, ""p90"": 0.015625, ""min"": 0.015625, ""max"": 0.015625, ""std"": 0.0}","{""count"": 1, ""mean"": 0.013262599469496022, ""median"": 0.013262599469496022, ""p90"": 0.013262599469496022, ""min"": 0.013262599469496022, ""max"": 0.013262599469496022, ""std"": 0.0}",
episode_id,1904,final,0.01,cosine_distance,1,"{""count"": 1, ""mean"": 0.015625, ""median"": 0.015625, ""p90"": 0.015625, ""min"": 0.015625, ""max"": 0.015625, ""std"": 0.0}","{""count"": 1, ""mean"": 0.007957559681697613, ""median"": 0.007957559681697613, ""p90"": 0.007957559681697613, ""min"": 0.007957559681697613, ""max"": 0.007957559681697613, ""std"": 0.0}",
episode_id,1904,final,0.03,cosine_distance,1,"{""count"": 1, ""mean"": 0.015625, ""median"": 0.015625, ""p90"": 0.015625, ""min"": 0.015625, ""max"": 0.015625, ""std"": 0.0}","{""count"": 1, ""mean"": 0.0033156498673740055, ""median"": 0.0033156498673740055, ""p90"": 0.0033156498673740055, ""min"": 0.0033156498673740055, ""max"": 0.0033156498673740055, ""std"": 0.0}",
episode_id,1904,final,0.05,cosine_distance,1,"{""count"": 1, ""mean"": 0.015625, ""median"": 0.015625, ""p90"": 0.015625, ""min"": 0.015625, ""max"": 0.015625, ""std"": 0.0}","{""count"": 1, ""mean"": 0.001989389920424403, ""median"": 0.001989389920424403, ""p90"": 0.001989389920424403, ""min"": 0.001989389920424403, ""max"": 0.001989389920424403, ""std"": 0.0}",
episode_id,1904,final,0.1,cosine_distance,1,"{""count"": 1, ""mean"": 0.015625, ""median"": 0.015625, ""p90"": 0.015625, ""min"": 0.015625, ""max"": 0.015625, ""std"": 0.0}","{""count"": 1, ""mean"": 0.0, ""median"": 0.0, ""p90"": 0.0, ""min"": 0.0, ""max"": 0.0, ""std"": 0.0}",
episode_id,1924,final,0.005,cosine_distance,1,"{""count"": 1, ""mean"": 0.0390625, ""median"": 0.0390625, ""p90"": 0.0390625, ""min"": 0.0390625, ""max"": 0.0390625, ""std"": 0.0}","{""count"": 1, ""mean"": 0.011273209549071617, ""median"": 0.011273209549071617, ""p90"": 0.011273209549071617, ""min"": 0.011273209549071617, ""max"": 0.011273209549071617, ""std"": 0.0}",
episode_id,1924,final,0.01,cosine_distance,1,"{""count"": 1, ""mean"": 0.0390625, ""median"": 0.0390625, ""p90"": 0.0390625, ""min"": 0.0390625, ""max"": 0.0390625, ""std"": 0.0}","{""count"": 1, ""mean"": 0.005968169761273209, ""median"": 0.005968169761273209, ""p90"": 0.005968169761273209, ""min"": 0.005968169761273209, ""max"": 0.005968169761273209, ""std"": 0.0}",
episode_id,1924,final,0.03,cosine_distance,1,"{""count"": 1, ""mean"": 0.0390625, ""median"": 0.0390625, ""p90"": 0.0390625, ""min"": 0.0390625, ""max"": 0.0390625, ""std"": 0.0}","{""count"": 1, ""mean"": 0.002652519893899204, ""median"": 0.002652519893899204, ""p90"": 0.002652519893899204, ""min"": 0.002652519893899204, ""max"": 0.002652519893899204, ""std"": 0.0}",
episode_id,1924,final,0.05,cosine_distance,1,"{""count"": 1, ""mean"": 0.0390625, ""median"": 0.0390625, ""p90"": 0.0390625, ""min"": 0.0390625, ""max"": 0.0390625, ""std"": 0.0}","{""count"": 1, ""mean"": 0.0, ""median"": 0.0, ""p90"": 0.0, ""min"": 0.0, ""max"": 0.0, ""std"": 0.0}",
episode_id,1924,final,0.1,cosine_distance,1,"{""count"": 1, ""mean"": 0.0390625, ""median"": 0.0390625, ""p90"": 0.0390625, ""min"": 0.0390625, ""max"": 0.0390625, ""std"": 0.0}","{""count"": 1, ""mean"": 0.0, ""median"": 0.0, ""p90"": 0.0, ""min"": 0.0, ""max"": 0.0, ""std"": 0.0}",
episode_id,2224,final,0.005,cosine_distance,3,"{""count"": 3, ""mean"": 0.049479166666666664, ""median"": 0.046875, ""p90"": 0.059375, ""min"": 0.0390625, ""max"": 0.0625, ""std"": 0.009743899444723805}","{""count"": 3, ""mean"": 0.017020335985853226, ""median"": 0.019230769230769232, ""p90"": 0.02347480106100796, ""min"": 0.007294429708222812, ""max"": 0.02453580901856764, ""std"": 0.007210215044341331}",0.9176629354822471
episode_id,2224,final,0.01,cosine_distance,3,"{""count"": 3, ""mean"": 0.049479166666666664, ""median"": 0.046875, ""p90"": 0.059375, ""min"": 0.0390625, ""max"": 0.0625, ""std"": 0.009743899444723805}","{""count"": 3, ""mean"": 0.009725906277630416, ""median"": 0.010610079575596816, ""p90"": 0.013262599469496022, ""min"": 0.004641909814323607, ""max"": 0.013925729442970823, ""std"": 0.003841323429925457}",0.9381285341793193
episode_id,2224,final,0.03,cosine_distance,3,"{""count"": 3, ""mean"": 0.049479166666666664, ""median"": 0.046875, ""p90"": 0.059375, ""min"": 0.0390625, ""max"": 0.0625, ""std"": 0.009743899444723805}","{""count"": 3, ""mean"": 0.0017683465959328027, ""median"": 0.002652519893899204, ""p90"": 0.0026525198938992037, ""min"": 0.0, ""max"": 0.002652519893899204, ""std"": 0.0012504098694722326}",0.7559289460184545
episode_id,2224,final,0.05,cosine_distance,3,"{""count"": 3, ""mean"": 0.049479166666666664, ""median"": 0.046875, ""p90"": 0.059375, ""min"": 0.0390625, ""max"": 0.0625, ""std"": 0.009743899444723805}","{""count"": 3, ""mean"": 0.000663129973474801, ""median"": 0.000663129973474801, ""p90"": 0.0011936339522546418, ""min"": 0.0, ""max"": 0.001326259946949602, ""std"": 0.0005414433560528687}",0.9819805060619656
episode_id,2224,final,0.1,cosine_distance,3,"{""count"": 3, ""mean"": 0.049479166666666664, ""median"": 0.046875, ""p90"": 0.059375, ""min"": 0.0390625, ""max"": 0.0625, ""std"": 0.009743899444723805}","{""count"": 3, ""mean"": 0.0, ""median"": 0.0, ""p90"": 0.0, ""min"": 0.0, ""max"": 0.0, ""std"": 0.0}",
episode_id,2264,final,0.005,cosine_distance,9,"{""count"": 9, ""mean"": 0.0920138888888889, ""median"": 0.09375, ""p90"": 0.10625000000000001, ""min"": 0.0625, ""max"": 0.125, ""std"": 0.01637843946537605}","{""count"": 9, ""mean"": 0.03978779840848806, ""median"": 0.03249336870026525, ""p90"": 0.054907161803713536, ""min"": 0.015251989389920425, ""max"": 0.10477453580901856, ""std"": 0.02447300011571079}",0.5672618054136377
episode_id,2264,final,0.01,cosine_distance,9,"{""count"": 9, ""mean"": 0.0920138888888889, ""median"": 0.09375, ""p90"": 0.10625000000000001, ""min"": 0.0625, ""max"": 0.125, ""std"": 0.01637843946537605}","{""count"": 9, ""mean"": 0.025051576775714707, ""median"": 0.021220159151193633, ""p90"": 0.037135278514588865, ""min"": 0.008620689655172414, ""max"": 0.07692307692307693, ""std"": 0.01925432711000422}",0.5705221845595192
episode_id,2264,final,0.03,cosine_distance,9,"{""count"": 9, ""mean"": 0.0920138888888889, ""median"": 0.09375, ""p90"": 0.10625000000000001, ""min"": 0.0625, ""max"": 0.125, ""std"": 0.01637843946537605}","{""count"": 9, ""mean"": 0.008841732979664015, ""median"": 0.005305039787798408, ""p90"": 0.016445623342175072, ""min"": 0.0, ""max"": 0.03183023872679045, ""std"": 0.008957028996178076}",0.5597990970715303
episode_id,2264,final,0.05,cosine_distance,9,"{""count"": 9, ""mean"": 0.0920138888888889, ""median"": 0.09375, ""p90"": 0.10625000000000001, ""min"": 0.0625, ""max"": 0.125, ""std"": 0.01637843946537605}","{""count"": 9, ""mean"": 0.003978779840848806, ""median"": 0.002652519893899204, ""p90"": 0.007559681697612734, ""min"": 0.0, ""max"": 0.013925729442970823, ""std"": 0.0039541431962861005}",0.4710826789953524
episode_id,2264,final,0.1,cosine_distance,9,"{""count"": 9, ""mean"": 0.0920138888888889, ""median"": 0.09375, ""p90"": 0.10625000000000001, ""min"": 0.0625, ""max"": 0.125, ""std"": 0.01637843946537605}","{""count"": 9, ""mean"": 0.0011788977306218685, ""median"": 0.000663129973474801, ""p90"": 0.0023872679045092845, ""min"": 0.0, ""max"": 0.003978779840848806, ""std"": 0.001160331251696406}",0.6226168773859245
episode_id,2505,final,0.005,cosine_distance,1,"{""count"": 1, ""mean"": 0.0234375, ""median"": 0.0234375, ""p90"": 0.0234375, ""min"": 0.0234375, ""max"": 0.0234375, ""std"": 0.0}","{""count"": 1, ""mean"": 0.02586206896551724, ""median"": 0.02586206896551724, ""p90"": 0.02586206896551724, ""min"": 0.02586206896551724, ""max"": 0.02586206896551724, ""std"": 0.0}",
episode_id,2505,final,0.01,cosine_distance,1,"{""count"": 1, ""mean"": 0.0234375, ""median"": 0.0234375, ""p90"": 0.0234375, ""min"": 0.0234375, ""max"": 0.0234375, ""std"": 0.0}","{""count"": 1, ""mean"": 0.01856763925729443, ""median"": 0.01856763925729443, ""p90"": 0.01856763925729443, ""min"": 0.01856763925729443, ""max"": 0.01856763925729443, ""std"": 0.0}",
episode_id,2505,final,0.03,cosine_distance,1,"{""count"": 1, ""mean"": 0.0234375, ""median"": 0.0234375, ""p90"": 0.0234375, ""min"": 0.0234375, ""max"": 0.0234375, ""std"": 0.0}","{""count"": 1, ""mean"": 0.009283819628647215, ""median"": 0.009283819628647215, ""p90"": 0.009283819628647215, ""min"": 0.009283819628647215, ""max"": 0.009283819628647215, ""std"": 0.0}",
episode_id,2505,final,0.05,cosine_distance,1,"{""count"": 1, ""mean"": 0.0234375, ""median"": 0.0234375, ""p90"": 0.0234375, ""min"": 0.0234375, ""max"": 0.0234375, ""std"": 0.0}","{""count"": 1, ""mean"": 0.001326259946949602, ""median"": 0.001326259946949602, ""p90"": 0.001326259946949602, ""min"": 0.001326259946949602, ""max"": 0.001326259946949602, ""std"": 0.0}",
episode_id,2505,final,0.1,cosine_distance,1,"{""count"": 1, ""mean"": 0.0234375, ""median"": 0.0234375, ""p90"": 0.0234375, ""min"": 0.0234375, ""max"": 0.0234375, ""std"": 0.0}","{""count"": 1, ""mean"": 0.0, ""median"": 0.0, ""p90"": 0.0, ""min"": 0.0, ""max"": 0.0, ""std"": 0.0}",
episode_id,2565,final,0.005,cosine_distance,1,"{""count"": 1, ""mean"": 0.0625, ""median"": 0.0625, ""p90"": 0.0625, ""min"": 0.0625, ""max"": 0.0625, ""std"": 0.0}","{""count"": 1, ""mean"": 0.07625994694960213, ""median"": 0.07625994694960213, ""p90"": 0.07625994694960213, ""min"": 0.07625994694960213, ""max"": 0.07625994694960213, ""std"": 0.0}",
episode_id,2565,final,0.01,cosine_distance,1,"{""count"": 1, ""mean"": 0.0625, ""median"": 0.0625, ""p90"": 0.0625, ""min"": 0.0625, ""max"": 0.0625, ""std"": 0.0}","{""count"": 1, ""mean"": 0.05305039787798409, ""median"": 0.05305039787798409, ""p90"": 0.05305039787798409, ""min"": 0.05305039787798409, ""max"": 0.05305039787798409, ""std"": 0.0}",
episode_id,2565,final,0.03,cosine_distance,1,"{""count"": 1, ""mean"": 0.0625, ""median"": 0.0625, ""p90"": 0.0625, ""min"": 0.0625, ""max"": 0.0625, ""std"": 0.0}","{""count"": 1, ""mean"": 0.022546419098143235, ""median"": 0.022546419098143235, ""p90"": 0.022546419098143235, ""min"": 0.022546419098143235, ""max"": 0.022546419098143235, ""std"": 0.0}",
episode_id,2565,final,0.05,cosine_distance,1,"{""count"": 1, ""mean"": 0.0625, ""median"": 0.0625, ""p90"": 0.0625, ""min"": 0.0625, ""max"": 0.0625, ""std"": 0.0}","{""count"": 1, ""mean"": 0.011936339522546418, ""median"": 0.011936339522546418, ""p90"": 0.011936339522546418, ""min"": 0.011936339522546418, ""max"": 0.011936339522546418, ""std"": 0.0}",
episode_id,2565,final,0.1,cosine_distance,1,"{""count"": 1, ""mean"": 0.0625, ""median"": 0.0625, ""p90"": 0.0625, ""min"": 0.0625, ""max"": 0.0625, ""std"": 0.0}","{""count"": 1, ""mean"": 0.001326259946949602, ""median"": 0.001326259946949602, ""p90"": 0.001326259946949602, ""min"": 0.001326259946949602, ""max"": 0.001326259946949602, ""std"": 0.0}",
episode_id,2646,final,0.005,cosine_distance,1,"{""count"": 1, ""mean"": 0.0546875, ""median"": 0.0546875, ""p90"": 0.0546875, ""min"": 0.0546875, ""max"": 0.0546875, ""std"": 0.0}","{""count"": 1, ""mean"": 0.021220159151193633, ""median"": 0.021220159151193633, ""p90"": 0.021220159151193633, ""min"": 0.021220159151193633, ""max"": 0.021220159151193633, ""std"": 0.0}",
episode_id,2646,final,0.01,cosine_distance,1,"{""count"": 1, ""mean"": 0.0546875, ""median"": 0.0546875, ""p90"": 0.0546875, ""min"": 0.0546875, ""max"": 0.0546875, ""std"": 0.0}","{""count"": 1, ""mean"": 0.015915119363395226, ""median"": 0.015915119363395226, ""p90"": 0.015915119363395226, ""min"": 0.015915119363395226, ""max"": 0.015915119363395226, ""std"": 0.0}",
episode_id,2646,final,0.03,cosine_distance,1,"{""count"": 1, ""mean"": 0.0546875, ""median"": 0.0546875, ""p90"": 0.0546875, ""min"": 0.0546875, ""max"": 0.0546875, ""std"": 0.0}","{""count"": 1, ""mean"": 0.009283819628647215, ""median"": 0.009283819628647215, ""p90"": 0.009283819628647215, ""min"": 0.009283819628647215, ""max"": 0.009283819628647215, ""std"": 0.0}",
episode_id,2646,final,0.05,cosine_distance,1,"{""count"": 1, ""mean"": 0.0546875, ""median"": 0.0546875, ""p90"": 0.0546875, ""min"": 0.0546875, ""max"": 0.0546875, ""std"": 0.0}","{""count"": 1, ""mean"": 0.004641909814323607, ""median"": 0.004641909814323607, ""p90"": 0.004641909814323607, ""min"": 0.004641909814323607, ""max"": 0.004641909814323607, ""std"": 0.0}",
episode_id,2646,final,0.1,cosine_distance,1,"{""count"": 1, ""mean"": 0.0546875, ""median"": 0.0546875, ""p90"": 0.0546875, ""min"": 0.0546875, ""max"": 0.0546875, ""std"": 0.0}","{""count"": 1, ""mean"": 0.001989389920424403, ""median"": 0.001989389920424403, ""p90"": 0.001989389920424403, ""min"": 0.001989389920424403, ""max"": 0.001989389920424403, ""std"": 0.0}",
episode_id,2687,final,0.005,cosine_distance,1,"{""count"": 1, ""mean"": 0.03125, ""median"": 0.03125, ""p90"": 0.03125, ""min"": 0.03125, ""max"": 0.03125, ""std"": 0.0}","{""count"": 1, ""mean"": 0.033156498673740056, ""median"": 0.033156498673740056, ""p90"": 0.033156498673740056, ""min"": 0.033156498673740056, ""max"": 0.033156498673740056, ""std"": 0.0}",
episode_id,2687,final,0.01,cosine_distance,1,"{""count"": 1, ""mean"": 0.03125, ""median"": 0.03125, ""p90"": 0.03125, ""min"": 0.03125, ""max"": 0.03125, ""std"": 0.0}","{""count"": 1, ""mean"": 0.01989389920424403, ""median"": 0.01989389920424403, ""p90"": 0.01989389920424403, ""min"": 0.01989389920424403, ""max"": 0.01989389920424403, ""std"": 0.0}",
episode_id,2687,final,0.03,cosine_distance,1,"{""count"": 1, ""mean"": 0.03125, ""median"": 0.03125, ""p90"": 0.03125, ""min"": 0.03125, ""max"": 0.03125, ""std"": 0.0}","{""count"": 1, ""mean"": 0.008620689655172414, ""median"": 0.008620689655172414, ""p90"": 0.008620689655172414, ""min"": 0.008620689655172414, ""max"": 0.008620689655172414, ""std"": 0.0}",
episode_id,2687,final,0.05,cosine_distance,1,"{""count"": 1, ""mean"": 0.03125, ""median"": 0.03125, ""p90"": 0.03125, ""min"": 0.03125, ""max"": 0.03125, ""std"": 0.0}","{""count"": 1, ""mean"": 0.007294429708222812, ""median"": 0.007294429708222812, ""p90"": 0.007294429708222812, ""min"": 0.007294429708222812, ""max"": 0.007294429708222812, ""std"": 0.0}",
episode_id,2687,final,0.1,cosine_distance,1,"{""count"": 1, ""mean"": 0.03125, ""median"": 0.03125, ""p90"": 0.03125, ""min"": 0.03125, ""max"": 0.03125, ""std"": 0.0}","{""count"": 1, ""mean"": 0.000663129973474801, ""median"": 0.000663129973474801, ""p90"": 0.000663129973474801, ""min"": 0.000663129973474801, ""max"": 0.000663129973474801, ""std"": 0.0}",
episode_id,2727,final,0.005,cosine_distance,2,"{""count"": 2, ""mean"": 0.0390625, ""median"": 0.0390625, ""p90"": 0.0515625, ""min"": 0.0234375, ""max"": 0.0546875, ""std"": 0.015625}","{""count"": 2, ""mean"": 0.026525198938992044, ""median"": 0.026525198938992044, ""p90"": 0.03076923076923077, ""min"": 0.021220159151193633, ""max"": 0.03183023872679045, ""std"": 0.005305039787798409}",1.0
