dimension,value,feature_boundary,layer_id,threshold,feature_metric,pair_count,pixel_changed_ratio,feature_changed_ratio,correlation
episode_id,1924,model_ready_visual,final,0.05,cosine_distance,1,"{""count"": 1, ""mean"": 0.0390625, ""median"": 0.0390625, ""p90"": 0.0390625, ""min"": 0.0390625, ""max"": 0.0390625, ""std"": 0.0}","{""count"": 1, ""mean"": 0.013262599469496022, ""median"": 0.013262599469496022, ""p90"": 0.013262599469496022, ""min"": 0.013262599469496022, ""max"": 0.013262599469496022, ""std"": 0.0}",
episode_id,1924,model_ready_visual,final,0.1,cosine_distance,1,"{""count"": 1, ""mean"": 0.0390625, ""median"": 0.0390625, ""p90"": 0.0390625, ""min"": 0.0390625, ""max"": 0.0390625, ""std"": 0.0}","{""count"": 1, ""mean"": 0.002652519893899204, ""median"": 0.002652519893899204, ""p90"": 0.002652519893899204, ""min"": 0.002652519893899204, ""max"": 0.002652519893899204, ""std"": 0.0}",
episode_id,2224,model_ready_visual,final,0.005,cosine_distance,3,"{""count"": 3, ""mean"": 0.049479166666666664, ""median"": 0.046875, ""p90"": 0.059375, ""min"": 0.0390625, ""max"": 0.0625, ""std"": 0.009743899444723805}","{""count"": 3, ""mean"": 0.08841732979664015, ""median"": 0.11140583554376658, ""p90"": 0.11352785145888594, ""min"": 0.03978779840848806, ""max"": 0.11405835543766578, ""std"": 0.03440331822872453}",0.7761604124447383
episode_id,2224,model_ready_visual,final,0.01,cosine_distance,3,"{""count"": 3, ""mean"": 0.049479166666666664, ""median"": 0.046875, ""p90"": 0.059375, ""min"": 0.0390625, ""max"": 0.0625, ""std"": 0.009743899444723805}","{""count"": 3, ""mean"": 0.06542882404951371, ""median"": 0.07957559681697612, ""p90"": 0.08594164456233422, ""min"": 0.029177718832891247, ""max"": 0.08753315649867374, ""std"": 0.02583844243360293}",0.832239719563824
episode_id,2224,model_ready_visual,final,0.03,cosine_distance,3,"{""count"": 3, ""mean"": 0.049479166666666664, ""median"": 0.046875, ""p90"": 0.059375, ""min"": 0.0390625, ""max"": 0.0625, ""std"": 0.009743899444723805}","{""count"": 3, ""mean"": 0.036251105216622455, ""median"": 0.042440318302387266, ""p90"": 0.04456233421750663, ""min"": 0.021220159151193633, ""max"": 0.04509283819628647, ""std"": 0.01068350660795276}",0.6856796305659039
episode_id,2224,model_ready_visual,final,0.05,cosine_distance,3,"{""count"": 3, ""mean"": 0.049479166666666664, ""median"": 0.046875, ""p90"": 0.059375, ""min"": 0.0390625, ""max"": 0.0625, ""std"": 0.009743899444723805}","{""count"": 3, ""mean"": 0.025641025641025644, ""median"": 0.026525198938992044, ""p90"": 0.03076923076923077, ""min"": 0.01856763925729443, ""max"": 0.03183023872679045, ""std"": 0.005450410259035346}",0.9538209664765319
episode_id,2224,model_ready_visual,final,0.1,cosine_distance,3,"{""count"": 3, ""mean"": 0.049479166666666664, ""median"": 0.046875, ""p90"": 0.059375, ""min"": 0.0390625, ""max"": 0.0625, ""std"": 0.009743899444723805}","{""count"": 3, ""mean"": 0.008841732979664015, ""median"": 0.010610079575596816, ""p90"": 0.014854111405835545, ""min"": 0.0, ""max"": 0.015915119363395226, ""std"": 0.006616547103048526}",0.9285714285714287
episode_id,2264,model_ready_visual,final,0.005,cosine_distance,9,"{""count"": 9, ""mean"": 0.0920138888888889, ""median"": 0.09375, ""p90"": 0.10625000000000001, ""min"": 0.0625, ""max"": 0.125, ""std"": 0.01637843946537605}","{""count"": 9, ""mean"": 0.22870615974064248, ""median"": 0.17771883289124668, ""p90"": 0.303448275862069, ""min"": 0.13262599469496023, ""max"": 0.5517241379310345, ""std"": 0.11879405612647792}",0.7330630034155657
episode_id,2264,model_ready_visual,final,0.01,cosine_distance,9,"{""count"": 9, ""mean"": 0.0920138888888889, ""median"": 0.09375, ""p90"": 0.10625000000000001, ""min"": 0.0625, ""max"": 0.125, ""std"": 0.01637843946537605}","{""count"": 9, ""mean"": 0.174771588564692, ""median"": 0.13262599469496023, ""p90"": 0.24615384615384622, ""min"": 0.08222811671087533, ""max"": 0.4562334217506631, ""std"": 0.10423832800231995}",0.7117989030489423
episode_id,2264,model_ready_visual,final,0.03,cosine_distance,9,"{""count"": 9, ""mean"": 0.0920138888888889, ""median"": 0.09375, ""p90"": 0.10625000000000001, ""min"": 0.0625, ""max"": 0.125, ""std"": 0.01637843946537605}","{""count"": 9, ""mean"": 0.10639552018862364, ""median"": 0.08488063660477453, ""p90"": 0.14641909814323611, ""min"": 0.03713527851458886, ""max"": 0.2864721485411141, ""std"": 0.06716743309192238}",0.6367454257900296
episode_id,2264,model_ready_visual,final,0.05,cosine_distance,9,"{""count"": 9, ""mean"": 0.0920138888888889, ""median"": 0.09375, ""p90"": 0.10625000000000001, ""min"": 0.0625, ""max"": 0.125, ""std"": 0.01637843946537605}","{""count"": 9, ""mean"": 0.08222811671087533, ""median"": 0.06896551724137931, ""p90"": 0.1204244031830239, ""min"": 0.026525198938992044, ""max"": 0.23076923076923078, ""std"": 0.05563972669337675}",0.6266143604247356
episode_id,2264,model_ready_visual,final,0.1,cosine_distance,9,"{""count"": 9, ""mean"": 0.0920138888888889, ""median"": 0.09375, ""p90"": 0.10625000000000001, ""min"": 0.0625, ""max"": 0.125, ""std"": 0.01637843946537605}","{""count"": 9, ""mean"": 0.05157677571470675, ""median"": 0.050397877984084884, ""p90"": 0.0827586206896552, ""min"": 0.013262599469496022, ""max"": 0.14854111405835543, ""std"": 0.03928578297188714}",0.4218626847018944
episode_id,2505,model_ready_visual,final,0.005,cosine_distance,1,"{""count"": 1, ""mean"": 0.0234375, ""median"": 0.0234375, ""p90"": 0.0234375, ""min"": 0.0234375, ""max"": 0.0234375, ""std"": 0.0}","{""count"": 1, ""mean"": 0.17771883289124668, ""median"": 0.17771883289124668, ""p90"": 0.17771883289124668, ""min"": 0.17771883289124668, ""max"": 0.17771883289124668, ""std"": 0.0}",
episode_id,2505,model_ready_visual,final,0.01,cosine_distance,1,"{""count"": 1, ""mean"": 0.0234375, ""median"": 0.0234375, ""p90"": 0.0234375, ""min"": 0.0234375, ""max"": 0.0234375, ""std"": 0.0}","{""count"": 1, ""mean"": 0.11936339522546419, ""median"": 0.11936339522546419, ""p90"": 0.11936339522546419, ""min"": 0.11936339522546419, ""max"": 0.11936339522546419, ""std"": 0.0}",
episode_id,2505,model_ready_visual,final,0.03,cosine_distance,1,"{""count"": 1, ""mean"": 0.0234375, ""median"": 0.0234375, ""p90"": 0.0234375, ""min"": 0.0234375, ""max"": 0.0234375, ""std"": 0.0}","{""count"": 1, ""mean"": 0.07692307692307693, ""median"": 0.07692307692307693, ""p90"": 0.07692307692307693, ""min"": 0.07692307692307693, ""max"": 0.07692307692307693, ""std"": 0.0}",
episode_id,2505,model_ready_visual,final,0.05,cosine_distance,1,"{""count"": 1, ""mean"": 0.0234375, ""median"": 0.0234375, ""p90"": 0.0234375, ""min"": 0.0234375, ""max"": 0.0234375, ""std"": 0.0}","{""count"": 1, ""mean"": 0.06631299734748011, ""median"": 0.06631299734748011, ""p90"": 0.06631299734748011, ""min"": 0.06631299734748011, ""max"": 0.06631299734748011, ""std"": 0.0}",
episode_id,2505,model_ready_visual,final,0.1,cosine_distance,1,"{""count"": 1, ""mean"": 0.0234375, ""median"": 0.0234375, ""p90"": 0.0234375, ""min"": 0.0234375, ""max"": 0.0234375, ""std"": 0.0}","{""count"": 1, ""mean"": 0.029177718832891247, ""median"": 0.029177718832891247, ""p90"": 0.029177718832891247, ""min"": 0.029177718832891247, ""max"": 0.029177718832891247, ""std"": 0.0}",
episode_id,2565,model_ready_visual,final,0.005,cosine_distance,1,"{""count"": 1, ""mean"": 0.0625, ""median"": 0.0625, ""p90"": 0.0625, ""min"": 0.0625, ""max"": 0.0625, ""std"": 0.0}","{""count"": 1, ""mean"": 0.27586206896551724, ""median"": 0.27586206896551724, ""p90"": 0.27586206896551724, ""min"": 0.27586206896551724, ""max"": 0.27586206896551724, ""std"": 0.0}",
episode_id,2565,model_ready_visual,final,0.01,cosine_distance,1,"{""count"": 1, ""mean"": 0.0625, ""median"": 0.0625, ""p90"": 0.0625, ""min"": 0.0625, ""max"": 0.0625, ""std"": 0.0}","{""count"": 1, ""mean"": 0.22811671087533156, ""median"": 0.22811671087533156, ""p90"": 0.22811671087533156, ""min"": 0.22811671087533156, ""max"": 0.22811671087533156, ""std"": 0.0}",
episode_id,2565,model_ready_visual,final,0.03,cosine_distance,1,"{""count"": 1, ""mean"": 0.0625, ""median"": 0.0625, ""p90"": 0.0625, ""min"": 0.0625, ""max"": 0.0625, ""std"": 0.0}","{""count"": 1, ""mean"": 0.16180371352785147, ""median"": 0.16180371352785147, ""p90"": 0.16180371352785147, ""min"": 0.16180371352785147, ""max"": 0.16180371352785147, ""std"": 0.0}",
episode_id,2565,model_ready_visual,final,0.05,cosine_distance,1,"{""count"": 1, ""mean"": 0.0625, ""median"": 0.0625, ""p90"": 0.0625, ""min"": 0.0625, ""max"": 0.0625, ""std"": 0.0}","{""count"": 1, ""mean"": 0.13793103448275862, ""median"": 0.13793103448275862, ""p90"": 0.13793103448275862, ""min"": 0.13793103448275862, ""max"": 0.13793103448275862, ""std"": 0.0}",
episode_id,2565,model_ready_visual,final,0.1,cosine_distance,1,"{""count"": 1, ""mean"": 0.0625, ""median"": 0.0625, ""p90"": 0.0625, ""min"": 0.0625, ""max"": 0.0625, ""std"": 0.0}","{""count"": 1, ""mean"": 0.11140583554376658, ""median"": 0.11140583554376658, ""p90"": 0.11140583554376658, ""min"": 0.11140583554376658, ""max"": 0.11140583554376658, ""std"": 0.0}",
episode_id,2646,model_ready_visual,final,0.005,cosine_distance,1,"{""count"": 1, ""mean"": 0.0546875, ""median"": 0.0546875, ""p90"": 0.0546875, ""min"": 0.0546875, ""max"": 0.0546875, ""std"": 0.0}","{""count"": 1, ""mean"": 0.08753315649867374, ""median"": 0.08753315649867374, ""p90"": 0.08753315649867374, ""min"": 0.08753315649867374, ""max"": 0.08753315649867374, ""std"": 0.0}",
episode_id,2646,model_ready_visual,final,0.01,cosine_distance,1,"{""count"": 1, ""mean"": 0.0546875, ""median"": 0.0546875, ""p90"": 0.0546875, ""min"": 0.0546875, ""max"": 0.0546875, ""std"": 0.0}","{""count"": 1, ""mean"": 0.07692307692307693, ""median"": 0.07692307692307693, ""p90"": 0.07692307692307693, ""min"": 0.07692307692307693, ""max"": 0.07692307692307693, ""std"": 0.0}",
episode_id,2646,model_ready_visual,final,0.03,cosine_distance,1,"{""count"": 1, ""mean"": 0.0546875, ""median"": 0.0546875, ""p90"": 0.0546875, ""min"": 0.0546875, ""max"": 0.0546875, ""std"": 0.0}","{""count"": 1, ""mean"": 0.04774535809018567, ""median"": 0.04774535809018567, ""p90"": 0.04774535809018567, ""min"": 0.04774535809018567, ""max"": 0.04774535809018567, ""std"": 0.0}",
episode_id,2646,model_ready_visual,final,0.05,cosine_distance,1,"{""count"": 1, ""mean"": 0.0546875, ""median"": 0.0546875, ""p90"": 0.0546875, ""min"": 0.0546875, ""max"": 0.0546875, ""std"": 0.0}","{""count"": 1, ""mean"": 0.03978779840848806, ""median"": 0.03978779840848806, ""p90"": 0.03978779840848806, ""min"": 0.03978779840848806, ""max"": 0.03978779840848806, ""std"": 0.0}",
episode_id,2646,model_ready_visual,final,0.1,cosine_distance,1,"{""count"": 1, ""mean"": 0.0546875, ""median"": 0.0546875, ""p90"": 0.0546875, ""min"": 0.0546875, ""max"": 0.0546875, ""std"": 0.0}","{""count"": 1, ""mean"": 0.029177718832891247, ""median"": 0.029177718832891247, ""p90"": 0.029177718832891247, ""min"": 0.029177718832891247, ""max"": 0.029177718832891247, ""std"": 0.0}",
episode_id,2687,model_ready_visual,final,0.005,cosine_distance,1,"{""count"": 1, ""mean"": 0.03125, ""median"": 0.03125, ""p90"": 0.03125, ""min"": 0.03125, ""max"": 0.03125, ""std"": 0.0}","{""count"": 1, ""mean"": 0.1989389920424403, ""median"": 0.1989389920424403, ""p90"": 0.1989389920424403, ""min"": 0.1989389920424403, ""max"": 0.1989389920424403, ""std"": 0.0}",
episode_id,2687,model_ready_visual,final,0.01,cosine_distance,1,"{""count"": 1, ""mean"": 0.03125, ""median"": 0.03125, ""p90"": 0.03125, ""min"": 0.03125, ""max"": 0.03125, ""std"": 0.0}","{""count"": 1, ""mean"": 0.14854111405835543, ""median"": 0.14854111405835543, ""p90"": 0.14854111405835543, ""min"": 0.14854111405835543, ""max"": 0.14854111405835543, ""std"": 0.0}",
episode_id,2687,model_ready_visual,final,0.03,cosine_distance,1,"{""count"": 1, ""mean"": 0.03125, ""median"": 0.03125, ""p90"": 0.03125, ""min"": 0.03125, ""max"": 0.03125, ""std"": 0.0}","{""count"": 1, ""mean"": 0.08488063660477453, ""median"": 0.08488063660477453, ""p90"": 0.08488063660477453, ""min"": 0.08488063660477453, ""max"": 0.08488063660477453, ""std"": 0.0}",
episode_id,2687,model_ready_visual,final,0.05,cosine_distance,1,"{""count"": 1, ""mean"": 0.03125, ""median"": 0.03125, ""p90"": 0.03125, ""min"": 0.03125, ""max"": 0.03125, ""std"": 0.0}","{""count"": 1, ""mean"": 0.058355437665782495, ""median"": 0.058355437665782495, ""p90"": 0.058355437665782495, ""min"": 0.058355437665782495, ""max"": 0.058355437665782495, ""std"": 0.0}",
episode_id,2687,model_ready_visual,final,0.1,cosine_distance,1,"{""count"": 1, ""mean"": 0.03125, ""median"": 0.03125, ""p90"": 0.03125, ""min"": 0.03125, ""max"": 0.03125, ""std"": 0.0}","{""count"": 1, ""mean"": 0.03713527851458886, ""median"": 0.03713527851458886, ""p90"": 0.03713527851458886, ""min"": 0.03713527851458886, ""max"": 0.03713527851458886, ""std"": 0.0}",
episode_id,2727,model_ready_visual,final,0.005,cosine_distance,2,"{""count"": 2, ""mean"": 0.0390625, ""median"": 0.0390625, ""p90"": 0.0515625, ""min"": 0.0234375, ""max"": 0.0546875, ""std"": 0.015625}","{""count"": 2, ""mean"": 0.14456233421750664, ""median"": 0.14456233421750664, ""p90"": 0.16047745358090187, ""min"": 0.1246684350132626, ""max"": 0.16445623342175067, ""std"": 0.019893899204244038}",1.0
episode_id,2727,model_ready_visual,final,0.01,cosine_distance,2,"{""count"": 2, ""mean"": 0.0390625, ""median"": 0.0390625, ""p90"": 0.0515625, ""min"": 0.0234375, ""max"": 0.0546875, ""std"": 0.015625}","{""count"": 2, ""mean"": 0.11273209549071618, ""median"": 0.11273209549071618, ""p90"": 0.12228116710875331, ""min"": 0.10079575596816977, ""max"": 0.1246684350132626, ""std"": 0.011936339522546413}",1.0
episode_id,2727,model_ready_visual,final,0.03,cosine_distance,2,"{""count"": 2, ""mean"": 0.0390625, ""median"": 0.0390625, ""p90"": 0.0515625, ""min"": 0.0234375, ""max"": 0.0546875, ""std"": 0.015625}","{""count"": 2, ""mean"": 0.05039787798408488, ""median"": 0.05039787798408488, ""p90"": 0.05676392572944297, ""min"": 0.042440318302387266, ""max"": 0.058355437665782495, ""std"": 0.007957559681697614}",1.0
episode_id,2727,model_ready_visual,final,0.05,cosine_distance,2,"{""count"": 2, ""mean"": 0.0390625, ""median"": 0.0390625, ""p90"": 0.0515625, ""min"": 0.0234375, ""max"": 0.0546875, ""std"": 0.015625}","{""count"": 2, ""mean"": 0.03978779840848806, ""median"": 0.03978779840848806, ""p90"": 0.04403183023872679, ""min"": 0.034482758620689655, ""max"": 0.04509283819628647, ""std"": 0.005305039787798407}",1.0
episode_id,2727,model_ready_visual,final,0.1,cosine_distance,2,"{""count"": 2, ""mean"": 0.0390625, ""median"": 0.0390625, ""p90"": 0.0515625, ""min"": 0.0234375, ""max"": 0.0546875, ""std"": 0.015625}","{""count"": 2, ""mean"": 0.015915119363395226, ""median"": 0.015915119363395226, ""p90"": 0.02015915119363395, ""min"": 0.010610079575596816, ""max"": 0.021220159151193633, ""std"": 0.005305039787798408}",1.0
episode_id,2787,model_ready_visual,final,0.005,cosine_distance,1,"{""count"": 1, ""mean"": 0.03125, ""median"": 0.03125, ""p90"": 0.03125, ""min"": 0.03125, ""max"": 0.03125, ""std"": 0.0}","{""count"": 1, ""mean"": 0.1724137931034483, ""median"": 0.1724137931034483, ""p90"": 0.1724137931034483, ""min"": 0.1724137931034483, ""max"": 0.1724137931034483, ""std"": 0.0}",
episode_id,2787,model_ready_visual,final,0.01,cosine_distance,1,"{""count"": 1, ""mean"": 0.03125, ""median"": 0.03125, ""p90"": 0.03125, ""min"": 0.03125, ""max"": 0.03125, ""std"": 0.0}","{""count"": 1, ""mean"": 0.1273209549071618, ""median"": 0.1273209549071618, ""p90"": 0.1273209549071618, ""min"": 0.1273209549071618, ""max"": 0.1273209549071618, ""std"": 0.0}",
episode_id,2787,model_ready_visual,final,0.03,cosine_distance,1,"{""count"": 1, ""mean"": 0.03125, ""median"": 0.03125, ""p90"": 0.03125, ""min"": 0.03125, ""max"": 0.03125, ""std"": 0.0}","{""count"": 1, ""mean"": 0.08222811671087533, ""median"": 0.08222811671087533, ""p90"": 0.08222811671087533, ""min"": 0.08222811671087533, ""max"": 0.08222811671087533, ""std"": 0.0}",
episode_id,2787,model_ready_visual,final,0.05,cosine_distance,1,"{""count"": 1, ""mean"": 0.03125, ""median"": 0.03125, ""p90"": 0.03125, ""min"": 0.03125, ""max"": 0.03125, ""std"": 0.0}","{""count"": 1, ""mean"": 0.0636604774535809, ""median"": 0.0636604774535809, ""p90"": 0.0636604774535809, ""min"": 0.0636604774535809, ""max"": 0.0636604774535809, ""std"": 0.0}",
episode_id,2787,model_ready_visual,final,0.1,cosine_distance,1,"{""count"": 1, ""mean"": 0.03125, ""median"": 0.03125, ""p90"": 0.03125, ""min"": 0.03125, ""max"": 0.03125, ""std"": 0.0}","{""count"": 1, ""mean"": 0.034482758620689655, ""median"": 0.034482758620689655, ""p90"": 0.034482758620689655, ""min"": 0.034482758620689655, ""max"": 0.034482758620689655, ""std"": 0.0}",
episode_id,2928,model_ready_visual,final,0.005,cosine_distance,2,"{""count"": 2, ""mean"": 0.0390625, ""median"": 0.0390625, ""p90"": 0.0578125, ""min"": 0.015625, ""max"": 0.0625, ""std"": 0.0234375}","{""count"": 2, ""mean"": 0.08620689655172414, ""median"": 0.08620689655172414, ""p90"": 0.1, ""min"": 0.06896551724137931, ""max"": 0.10344827586206896, ""std"": 0.017241379310344827}",1.0000000000000002
episode_id,2928,model_ready_visual,final,0.01,cosine_distance,2,"{""count"": 2, ""mean"": 0.0390625, ""median"": 0.0390625, ""p90"": 0.0578125, ""min"": 0.015625, ""max"": 0.0625, ""std"": 0.0234375}","{""count"": 2, ""mean"": 0.05968169761273209, ""median"": 0.05968169761273209, ""p90"": 0.06074270557029178, ""min"": 0.058355437665782495, ""max"": 0.0610079575596817, ""std"": 0.0013262599469496018}",1.0
episode_id,2928,model_ready_visual,final,0.03,cosine_distance,2,"{""count"": 2, ""mean"": 0.0390625, ""median"": 0.0390625, ""p90"": 0.0578125, ""min"": 0.015625, ""max"": 0.0625, ""std"": 0.0234375}","{""count"": 2, ""mean"": 0.03183023872679045, ""median"": 0.03183023872679045, ""p90"": 0.03607427055702918, ""min"": 0.026525198938992044, ""max"": 0.03713527851458886, ""std"": 0.005305039787798407}",-1.0
episode_id,2928,model_ready_visual,final,0.05,cosine_distance,2,"{""count"": 2, ""mean"": 0.0390625, ""median"": 0.0390625, ""p90"": 0.0578125, ""min"": 0.015625, ""max"": 0.0625, ""std"": 0.0234375}","{""count"": 2, ""mean"": 0.022546419098143235, ""median"": 0.022546419098143235, ""p90"": 0.023607427055702918, ""min"": 0.021220159151193633, ""max"": 0.023872679045092837, ""std"": 0.0013262599469496018}",-1.0
episode_id,2928,model_ready_visual,final,0.1,cosine_distance,2,"{""count"": 2, ""mean"": 0.0390625, ""median"": 0.0390625, ""p90"": 0.0578125, ""min"": 0.015625, ""max"": 0.0625, ""std"": 0.0234375}","{""count"": 2, ""mean"": 0.00663129973474801, ""median"": 0.00663129973474801, ""p90"": 0.009814323607427055, ""min"": 0.002652519893899204, ""max"": 0.010610079575596816, ""std"": 0.0039787798408488055}",-1.0
episode_id,3008,model_ready_visual,final,0.005,cosine_distance,4,"{""count"": 4, ""mean"": 0.0859375, ""median"": 0.09765625, ""p90"": 0.11484375000000001, ""min"": 0.03125, ""max"": 0.1171875, ""std"": 0.03360283307438526}","{""count"": 4, ""mean"": 0.236737400530504, ""median"": 0.23342175066312998, ""p90"": 0.3962864721485411, ""min"": 0.058355437665782495, ""max"": 0.4217506631299735, ""std"": 0.14788095773199353}",0.8997282056357266
